Complex_word,Text,Candidates,Mu_legibilituy,Chatgpt_inferred_candidates,Gemini_inferred_candidates
pictóricas,"Cultivó diversas escuelas pictóricas entre ellas el cubismo, el surrealismo y el arte abstracto.","{'gráficas': 4, 'fotográficas': 1, 'iconográfico': 1, 'de pintura': 5, 'de pictura': 1, 'escénicas': 1, 'representativas': 6, 'artísticas': 4, 'pictográficas': 1, 'icónicas': 1}",60.01844678103671,"{'sobre': 1, 'artísticas': 1, 'visuales': 1, 'pictográficas': 1, 'pintadas': 1}","{'pictóricas': 1, 'de pintura': 1, 'referentes a la pintura': 1, 'relacionadas con la pintura': 1, 'concernientes a la pintura': 1}"
vedette,"Debutó como vedette a temprana edad de la mano de Nito Artaza y Miguel Ángel Cherutti en 1996, pero dejó ese género en el año 2000 para dedicarse de lleno a la labor actoral en cine, teatro y televisión.","{'estrella': 4, 'bailarina': 6, 'actriz': 11, 'artista': 2, 'vedette': 2}",76.65206714557985,"{'artista': 1, 'bailarina': 1, 'actriz': 1, 'modelo': 1, 'intérprete': 1}","{'bailarina': 1, 'artista': 1, 'estrella': 1, 'actriz': 1, 'cantante': 1}"
clemencia,"Desde ese momento hasta el 2006, Qarase realizó una política de clemencia ante los autores del golpe de Speight.","{'compasión': 5, 'piedad': 9, 'paz': 1, 'perdón': 3, 'indulgencia': 1, 'misericordia': 5, 'compación': 1}",109.09850823045268,"{'perdón': 1, 'indulto': 1, 'compasión': 1, 'absolución': 1, 'gracia': 1}","{'perdón': 1, 'indulto': 1, 'misericordia': 1, 'compasión': 1, 'piedad': 1}"
inculcado,"Desde pequeño, sus padres le habían inculcado el amor a la libertad y al sueño democrático.","{'educado': 2, 'transmitiendo': 1, 'imbuido': 2, 'enseñado': 14, 'infundido': 1, 'aleccionado': 1, 'inspirado': 2, 'dado': 1, 'enseñaron': 1}",51.63481953290871,"{'sugerido': 1, 'enseñado': 1, 'transmitido': 1, 'infundido': 1, 'introducido': 1}","{'enseñado': 1, 'transmitido': 1, 'infundido': 1, 'imbuido': 1, 'inspirado': 1}"
marginaba,"Deseaba la autonomía regional para lograr la más profunda democracia participativa y resolver los problemas reales de la gente, del pueblo, que la política absentista de la época marginaba por completo.","{'separaba': 1, 'aislaba': 2, 'terminaba': 1, 'dañaba': 1, 'dejaba de lado': 1, 'relegada': 1, 'ignoraba': 3, 'relegaba': 2, 'excluía': 4, 'rechazaba': 2, 'discriminaba': 3, 'inadaptado': 1, 'obviaba': 1, 'segregaba': 1, 'marginaba': 1}",56.30220042237211,"{'silenciaba': 1, 'excluía': 1, 'relegaba': 1, 'apartaba': 1, 'descuidaba': 1}","{'dejaba de lado': 1, 'excluía': 1, 'ignoraba': 1, 'menospreciaba': 1, 'apartaba': 1}"
residido,"Después de haber residido un tiempo en Jerez de la Frontera, desde hace años reside en El Puerto de Santa María, ciudad en la que ha desarrollado su labor como pedagogo orientador del Sistema escolar.","{'vivido': 24, 'estado': 1}",69.27128043712271,"{'sido': 1, 'vivido': 1, 'hospedado': 1, 'morado': 1, 'habitado': 1}","{'vivido': 1, 'permanecido': 1, 'alojado': 1, 'habitado': 1, 'morado': 1}"
pedagogo,"Después de haber residido un tiempo en Jerez de la Frontera, desde hace años reside en El Puerto de Santa María, ciudad en la que ha desarrollado su labor como pedagogo orientador del Sistema escolar.","{'maestro': 11, 'docente': 2, 'educador': 6, 'profesor': 4, 'pedagogo': 2}",69.27128043712271,"{'sabio': 1, 'maestro': 1, 'educador': 1, 'profesor': 1, 'docente': 1}","{'maestro': 1, 'profesor': 1, 'tutor': 1, 'instructor': 1, 'educador': 1}"
ostentan,"Después de la guerra, fue varias veces campeón francés en los 5.000 m y 10.000 m. Ganó en cuatro ocasiones el Cross de las Naciones (1949, 1952, 1954 y 1956), siendo uno de los atletas que ostentan el récord de triunfos en esta competición internacional.","{'presumen': 3, 'poseen': 2, 'muestran': 2, 'tienen': 5, 'tiene': 1, 'exhiben': 6, 'lucían': 1, 'llevan': 1, 'jactan': 1, 'lucen': 1, 'detentan': 1, 'obtienen': 1}",60.32941777323799,"{'poseen': 1, 'tienen': 1, 'consiguen': 1, 'mantienen': 1, 'alcanzan': 1}","{'tienen': 1, 'poseen': 1, 'conservan': 1, 'guardan': 1, 'disponen': 1}"
colapsó,"Después de ser poblado por los grupos originales, quedó bajo el gobierno de los mexicas en el siglo XV, a quienes se les pagó tributo hasta que todo el sistema prehispánico se colapsó bajo la conquista española en el siglo XVI.","{'terminó': 2, 'explotó': 1, 'desmayo': 1, 'cayó': 6, 'tener un desmayo': 1, 'acabó': 1, 'destruyó': 3, 'derrumbo': 2, 'derrumbó': 5, 'paralización': 1, 'colapsó': 2}",66.53128174737554,"{'sucumbió': 1, 'falló': 1, 'desplomó': 1, 'ruinó': 1, 'venció': 1}","{'derrumbó': 1, 'cayó': 1, 'hundió': 1, 'destruyó': 1, 'rompió': 1}"
cúmulo,"Después de un montón de aventuras, descubren que el misterioso Señor de los Ladrones no es quien parece y, debido a un cúmulo de casualidades, acabarán encontrando un carrusel, el cual lleva una leyenda que resultará ser verdadera.","{'montón': 13, 'serie': 1, 'conjunto': 4, 'monton': 2, 'una cantidad': 1, 'múltiplas': 1, 'conglomerado': 1, 'muchas': 1, 'suma': 1}",50.11413319594416,"{'conjunto': 1, 'acumulación': 1, 'agrupación': 1, 'montón': 1, 'amontonamiento': 1}","{'grupo': 1, 'conjunto': 1, 'montón': 1, 'serie': 1, 'acumulación': 1}"
mártir,Dícese que vivió 109 años y que murió mártir junto con sus compañeros Melchor y Baltasar.,"{'víctima': 4, 'héroe': 1, 'sacrificado': 8, 'inocente': 1, 'mártir': 3, 'inmolado': 3, 'torturado': 1, 'martirizado': 1, 'sufriendo': 1, 'recordado': 1, 'victimario': 1}",80.75021312872975,"{'heroico': 1, 'sacrificado': 1, 'santo': 1, 'mártir': 1, 'sagrado': 1}","{'víctima': 1, 'sufriente': 1, 'mártir': 1, 'muerto': 1, 'sacrificado': 1}"
rescindido,Disputará la temporada 2013/14 con la UD Las Palmas tras haber rescindido su contrato con la entidad bilbaina.,"{'terminado': 4, 'roto': 2, 'anulado': 11, 'cancelado': 2, 'anular': 1, 'revocado': 1, 'finalizado': 1, 'acabado': 1, 'disuadido': 1, 'rescindido': 1}",66.3101604278075,"{'suspendido': 1, 'anulado': 2, 'cancelado': 1, 'revocado': 1}","{'cancelado': 1, 'roto': 1, 'anulado': 1, 'terminado': 1, 'finalizado': 1}"
conspiraciones,"Durante la dictadura de Primo de Rivera, intervino en diversas conspiraciones para proclamar la República.","{'peleas': 1, 'conspiraciones': 4, 'complots': 11, 'juntas': 1, 'planes': 2, 'confabulaciones': 4, 'diversos complots': 1, 'maquinaciones': 1}",49.85068875830846,"{'planes': 1, 'intrigas': 1, 'tramas': 1, 'maquinaciones': 1, 'complots': 1}","{'complots': 1, 'tramas': 1, 'planes': 1, 'maquinaciones': 1, 'alianzas': 1}"
asoladas,"Durante la gran expedición ateniense, Etna e Hybla permanecieron leales a Siracusa y fueron asoladas por los trirremes atenienses.","{'destruidas': 7, 'sobrepasadas': 1, 'isoladas': 1, 'azotadas': 1, 'atacadas': 2, 'arruinadas': 3, 'arrasadas': 2, 'devastadas': 2, 'arrasados': 1, 'diezmadas': 1, 'desoladas': 1, 'aniquiladas': 1, 'saqueadas': 1, 'encerradas': 1}",48.89469356165047,"{'saqueadas': 1, 'destruidas': 1, 'arrasadas': 1, 'devastadas': 1, 'arruinadas': 1}","{'arrasadas': 1, 'devastadas': 1, 'destruidas': 1, 'saqueadas': 1, 'asaltadas': 1}"
nomarcas,"Durante la última época de la Dinastía VI el ""Viejo Orden"" se derrumba y los nomarcas del Alto Egipto establecen la hegemonía sobre sus territorios.","{'guerreros': 1, 'líderes': 2, 'reyes': 8, 'jefes': 3, 'gobernantes': 1, 'monarcas': 4, 'nomarcas': 4, 'soberanos': 1, 'jefe': 1}",59.53478367748279,"{'sátrapas': 1, 'gobernadores': 1, 'jefes': 1, 'líderes': 1, 'jefaturas': 1}","{'gobernantes': 1, 'señores': 1, 'líderes': 1, 'jefes': 1, 'caudillos': 1}"
hegemonía,"Durante la última época de la Dinastía VI el ""Viejo Orden"" se derrumba y los nomarcas del Alto Egipto establecen la hegemonía sobre sus territorios.","{'imperio': 1, 'hegemonía': 1, 'control': 2, 'superioridad': 2, 'reinado': 1, 'supremacía': 13, 'supremacia': 1, 'dominio': 2, 'poder': 2}",59.53478367748279,"{'supremacía': 1, 'liderazgo': 1, 'dominio': 1, 'control': 1, 'soberanía': 1}","{'control': 1, 'predominio': 1, 'superioridad': 1, 'dominio': 1, 'poder': 1}"
epicentro,"El , 21 de febrero y el 2 de septiembre de 2011, varias extensas áreas fueron epicentro de sismos de 7,0; 5,9; y 6,9 grados en la escala de Richter, aunque sin causar daños ni víctimas, pues se registraron a profundidades de 600 km; y los movimientos telúricos llegaron a sacudir edificios altos en varias provincias, incluyendo la ciudad de Buenos Aires.","{'núcleo': 5, 'origen': 3, 'centro': 10, 'epicentro': 4, 'foco': 3}",48.519850387940366,"{'centro': 1, 'foco': 1, 'núcleo': 1, 'punto': 1, 'origen': 1}","{'centro': 1, 'foco': 1, 'origen': 1, 'punto': 1, 'inicio': 1}"
telúricos,"El , 21 de febrero y el 2 de septiembre de 2011, varias extensas áreas fueron epicentro de sismos de 7,0; 5,9; y 6,9 grados en la escala de Richter, aunque sin causar daños ni víctimas, pues se registraron a profundidades de 600 km; y los movimientos telúricos llegaron a sacudir edificios altos en varias provincias, incluyendo la ciudad de Buenos Aires.","{'terrestres': 13, 'telúricos': 3, 'de tierras': 1, 'sísmicos': 2, 'tectónicos': 3, 'geológicos': 3}",48.519850387940366,"{'sísmicos': 1, 'sacudidas': 1, 'temblores': 1, 'vibraciones': 1, 'agitaciones': 1}","{'sísmicos': 1, 'de terremoto': 1, 'de tierra': 1, 'tremores': 1, 'geológicos': 1}"
desplomaron,"El , sismo de 1817 de 7,0 Richter, con máximos daños reportados al centro y norte de la provincia, donde se desplomaron casas y se produjo agrietamiento del suelo, los temblores duraron alrededor de una semana.","{'derrumbaron': 9, 'destruyeron': 1, 'cayeron': 13, 'colapsaron': 1, 'derribaron': 1}",50.23645243817351,"{'sucedieron': 1, 'cayeron': 1, 'derrumbaron': 1, 'colapsaron': 1, 'hundieron': 1}","{'derribaron': 1, 'cayeron': 1, 'derrumbaron': 1, 'destruyeron': 1, 'colapsaron': 1}"
agrietamiento,"El , sismo de 1817 de 7,0 Richter, con máximos daños reportados al centro y norte de la provincia, donde se desplomaron casas y se produjo agrietamiento del suelo, los temblores duraron alrededor de una semana.","{'quebrantamiento': 1, 'fisuras': 2, 'grieta': 1, 'ruptura': 1, 'raja': 2, 'produjeron grietas en el suelo': 1, 'rendija': 1, 'cuarteo': 2, 'rompimiento': 4, 'separación': 1, 'agrietamiento': 5, 'resquebrajo': 1, 'partición': 1, 'desquebrajamiento': 1, 'fragmentación': 1}",50.23645243817351,"{'socavón': 1, 'grieta': 1, 'fractura': 1, 'rajadura': 1, 'fisura': 1}","{'rotura': 1, 'grieta': 1, 'fractura': 1, 'hendidura': 1, 'separación': 1}"
guarnición,El 1 de enero de 1504 la guarnición francesa de Gaeta presentó su capitulación ante Fernández de Córdoba y abandonó Nápoles.,"{'guardia': 4, 'ejército': 1, 'adorno': 2, 'regimiento': 2, 'el cuartel francés': 1, 'guarda': 2, 'tropa': 8, 'defensa': 1, 'fortaleza': 1, 'cuartel': 1, 'cuadrilla': 1, 'guarnición': 1}",48.11582039446077,"{'grupo': 1, 'tropa': 1, 'unidad': 1, 'cuerpo': 1, 'fortificación': 1}","{'tropas': 1, 'ejército': 1, 'soldados': 1, 'fuerza': 1, 'regimiento': 1}"
demolido,"El 10 Mayo del 2012 la legislatura del estado de Minnesota paso una propuesta para construir en nuevo estadio en el centro de Minneapolis, Para que sea posible la construcción de un nuevo estadio el Metrodome tendrá que ser demolido.","{'destruido': 14, 'tirado': 2, 'demolido': 1, 'derribado': 3, 'destruído': 3, 'derrumbado': 2}",53.90798129893224,"{'destruido': 1, 'arrasado': 1, 'derribado': 1, 'abatido': 1, 'demolido': 1}","{'derribado': 1, 'destruido': 1, 'arrasado': 1, 'desmontado': 1, 'aniquilado': 1}"
legislatura,"El 10 Mayo del 2012 la legislatura del estado de Minnesota paso una propuesta para construir en nuevo estadio en el centro de Minneapolis, Para que sea posible la construcción de un nuevo estadio el Metrodome tendrá que ser demolido.","{'gobierno': 2, 'mandato': 1, 'ley': 3, 'congreso': 2, 'asamblea': 13, 'reunión': 2, 'legislatura': 2}",53.90798129893224,"{'senado': 1, 'cámara': 1, 'parlamento': 1, 'diputación': 1, 'asamblea': 1}","{'asamblea': 1, 'parlamento': 1, 'congreso': 1, 'cámara': 1, 'cuerpo legislativo': 1}"
entronización,"El 20 de junio de 1747, contrajo matrimonio en Dresde con su primo hermano, el que posteriormente sería Príncipe Elector de Sajonia, Federico Cristián, que murió 10 semanas después de su entronización, el 17 de diciembre de 1763.","{'coronación': 14, 'evento': 1, 'instalación': 5, 'honra': 1, 'envanecerse': 1, 'entronización': 1, 'investidura': 1, 'llegada': 1}",46.51843300961752,"{'suceso': 1, 'coronación': 1, 'ascenso': 1, 'proclamación': 1, 'reinado': 1}","{'coronación': 1, 'proclamación': 1, 'ascensión': 1, 'investidura': 1, 'entronamiento': 1}"
dimisión,"El 27 de agosto de 2013, presentó su dimisión como presidente de la Junta de Andalucía.","{'renuncia': 19, 'cese': 1, 'abdicación': 2, 'retirada': 1, 'dimisión': 1, 'abandono': 1}",55.65217391304348,"{'salida: [renuncia': 1, 'baja': 1, 'cese': 1, 'retiro': 1, 'abandono': 1}","{'renuncia': 1, 'retiro': 1, 'cese': 1, 'abandono': 1, 'destitución': 1}"
incorporaría,El argentino Gustavo Montesano se incorporaría poco después.,"{'unió': 1, 'uniría': 10, 'integraría': 8, 'agregaría': 1, 'juntara': 1, 'sumaría': 2, 'entraría': 1, 'une': 1}",65.92808551992225,"{'sumar': 1, 'agregar': 1, 'unir': 1, 'asociar': 1, 'mezclar': 1}","{'entraría': 1, 'llegaría': 1, 'uniría': 1, 'añadiría': 1, 'agregaría': 1}"
desemboca,"El Aude (en occitano y catalán ""Aude"", pero con diferentes pronunciaciones en cada caso) es un río de Francia que desemboca en el Mar Mediterráneo en el Grau de Vendres, en el límite entre los departamentos de Hérault y de Aude.","{'termina': 7, 'tira sus aguas': 1, 'afluye': 1, 'converge': 6, 'desagua': 3, 'sale': 3, 'vierte': 1, 'desaguar': 1, 'finaliza': 1, 'desemboca': 1}",41.17950588971123,"{'desagua': 2, 'desemboca': 2, 'fluye': 1}","{'desagua': 1, 'vierte': 1, 'fluye': 1, 'derrama': 1, 'desagota': 1}"
cantautores,"El Café Libertad 8, situado en el Barrio de Chueca de Madrid es la cuna de artistas y cantautores de la capital, abierto como café en 1975.","{'cantantes': 15, 'escritores de canciones': 1, 'cantautores': 6, 'compositores': 3}",63.74941959449003,"{'solistas': 1, 'músicos': 1, 'cantantes': 1, 'intérpretes': 1, 'compositores': 1}","{'compositores': 1, 'letristas': 1, 'cantantes': 1, 'artistas': 1, 'músicos': 1}"
simboliza,"El Carnaval Herenciano tiene un gran sentido para las personas de esta localidad, pues simboliza su mejor fiesta en todo el largo año.","{'significa': 2, 'representa': 17, 'es': 1, 'figura': 1, 'personifica': 2, 'simboliza': 1, 'encarna': 1}",76.72623672623673,"{'sintetiza': 1, 'retrata': 1, 'reproduce': 1, 'representa': 1, 'expresa': 1}","{'representa': 1, 'significa': 1, 'equivale': 1, 'muestra': 1, 'ilustra': 1}"
patrocinio,"El club fue fundado como ""BSG Pneumatik Aue"" el 4 de marzo de 1946 bajo el patrocinio de las empresas locales de construcción.","{'pago': 1, 'patrocinio': 2, 'padrinazgo': 3, 'dominio': 1, 'auspicio': 2, 'apoyo': 7, 'salvaguardia': 1, 'apadrinamiento': 1, 'ayuda': 2, 'mecenazgo': 2, 'financiación': 1, 'amparo': 2}",51.83928840645257,"{'sponsorización': 1, 'respaldo': 1, 'financiamiento': 1, 'apoyo': 1, 'auspicio': 1}","{'apoyo': 1, 'financiación': 1, 'subvención': 1, 'ayuda': 1, 'auspicio': 1}"
relocalizado,"El club se desempeñó en forma regular hasta que en 1954 el gobierno de la Alemania del este decidió que la ciudad de Chemnitz, recientemente renombrada como Karl Marx Stadt, merecía un equipo de calidad y debido a eso, el nombre del equipo cambió a ""SC Wismut Karl Marx Stadt"", aunque nunca fue relocalizado.","{'encontrado': 1, 'transladado': 1, 'replazado': 1, 'ubicado': 1, 'reubicado': 8, 'localizado otra vez': 1, 'resituado': 1, 'relocalizado': 3, 'reencontrado': 1, 'trasladado': 1, 'reubicar': 1, 'cambiado de lugar': 1, 'localizado': 1, 'reubicada': 1, 'reacomodado': 1, 'cambiado': 1}",62.32978506710519,"{'trasladado': 1, 'mudado': 1, 'cambiado': 1, 'desplazado': 1, 'reubicado': 1}","{'mudado': 1, 'trasladado': 1, 'desplazado': 1, 'movido': 1, 'reubicado': 1}"
magnate,"El Cotton Bowl comenzó a celebrarse en los terrenos de la Feria de Muestras del estado de Texas, cuando el magnate del petróleo J. Curtis Sanford pagó personalmente los costes de la primera edición, en 1937.","{'millonario': 6, 'potentado': 1, 'magnate': 2, 'rico': 2, 'poderoso': 8, 'capitalista': 1, 'empresario': 3, 'multimillonario': 1, 'dignatario': 1}",63.58740301232313,"{'solvente': 1, 'rico': 1, 'millonario': 1, 'adinerado': 1, 'potentado': 1}","{'rico': 1, 'millonario': 1, 'adinerado': 1, 'capitalista': 1, 'poderoso': 1}"
cuarteto,"El cuarteto lo integraban por este orden Doris Maletzki, Renate Stecher, Christina Heinich y la propia Bärbel Eckert.","{'grupo': 13, 'cuatro': 1, 'equipo': 1, 'cuarteto': 7, 'grupo musical': 1, 'la banda de cuatro': 1, 'conjunto': 1}",82.43435782617546,"{'grupo': 1, 'conjunto': 1, 'equipo': 1, 'conjunción': 1, 'agrupación': 1}","{'grupo': 1, 'equipo': 1, 'banda': 1, 'conjuntos': 1, 'compañía': 1}"
remake,"El Cybuster es el Banpresto Original que más apariciones ha hecho en los SRW, además del hecho de ser el único Banpresto Original al que se le ha dedicado un juego: y su remake, Super Robot Wars OG Saga: Masō Kishin The Lord of Elemental (que incluye lo ocurrido en Super Robot Wars Gaiden en la continuidad Original Generation).","{'mezcla': 1, 'remake': 6, 'reboot': 1, 'refrito': 2, 'rediseño': 1, 'reedición': 3, 'reconstrución': 1, 'makeover': 1, 'nueva versión': 1, 'reedicion': 2, 'rehacer': 1, 'reversión': 1, 'remasterización': 1, 'adaptación': 2, 'readaptación': 1}",61.77709060237427,"{'reelaboración': 1, 'nueva versión': 1, 'actualización': 1, 'recreación': 1, 'reconstrucción': 1}","{'versión': 1, 'edición': 1, 'renovación': 1, 'actualización': 1, 'nueva': 1}"
prototipo,"Él diseñó un prototipo en el que Mario ""saltaba y rebotaba"", que lo satisfizo.","{'borrador': 1, 'modelo': 6, 'tipo': 2, 'proyecto': 1, 'prototipo': 3, 'arquetipo': 3, 'molde': 2, 'ejemplo': 2, 'muestra': 1, 'espécimen': 1, 'bosquejo': 1, 'versión': 1, 'boceto': 1}",48.87780548628429,"{'sistema': 1, 'modelo': 1, 'maqueta': 1, 'esquema': 1, 'ejemplar': 1}","{'modelo': 1, 'diseño': 1, 'muestra': 1, 'ejempla': 1, 'esquema': 1}"
monástico,"El Ducado de Prusia o Prusia Ducal (en alemán: ""Herzogtum Preußen""; en polaco: ""Prusy Książęce"") fue un ducado entre 1525-1701 en la región más oriental de Prusia heredero del Estado monástico de los Caballeros Teutónicos.","{'conventual': 4, 'eclesiástico': 1, 'monacal': 8, 'real': 1, 'monástico': 7, 'monastico': 1, 'religioso': 2, 'monárquico': 1}",65.34371417870639,"{'sagrado': 1, 'religioso': 1, 'conventual': 1, 'monacal': 1, 'eremítico': 1}","{'religioso': 1, 'eclesiástico': 1, 'sagrado': 1, 'de la iglesia': 1, 'piadoso': 1}"
